
Model: TCNMerge, Epoch: 1/10, Batch: 50/938, Loss: 0.49403
Model: RNN, Epoch: 9/10, Batch: 100/938, Loss: 0.30627
Model: RNN, Epoch: 9/10, Batch: 150/938, Loss: 0.38784
Model: RNN, Epoch: 9/10, Batch: 200/938, Loss: 0.28422
Model: RNN, Epoch: 9/10, Batch: 250/938, Loss: 0.33262
Model: RNN, Epoch: 9/10, Batch: 300/938, Loss: 0.27220
Model: RNN, Epoch: 9/10, Batch: 350/938, Loss: 0.15703
Model: RNN, Epoch: 9/10, Batch: 400/938, Loss: 0.38145
Model: RNN, Epoch: 9/10, Batch: 450/938, Loss: 0.13619
Model: RNN, Epoch: 9/10, Batch: 500/938, Loss: 0.15134
Model: RNN, Epoch: 9/10, Batch: 550/938, Loss: 0.40637
Model: RNN, Epoch: 9/10, Batch: 600/938, Loss: 0.55456
Model: RNN, Epoch: 9/10, Batch: 650/938, Loss: 0.25147
Model: RNN, Epoch: 9/10, Batch: 700/938, Loss: 0.15537
Model: RNN, Epoch: 9/10, Batch: 750/938, Loss: 0.22919
Model: RNN, Epoch: 9/10, Batch: 800/938, Loss: 0.27711
Model: RNN, Epoch: 9/10, Batch: 850/938, Loss: 0.26651
Model: RNN, Epoch: 9/10, Batch: 900/938, Loss: 0.38721
------------------------------------------------------
Model: RNN, Epoch: 9/10, Correct Predictions: 9307/10000, Accuracy: 93.07 %
------------------------------------------------------
Model: RNN, Epoch: 10/10, Batch: 50/938, Loss: 0.12324
Model: RNN, Epoch: 10/10, Batch: 100/938, Loss: 0.16005
Model: RNN, Epoch: 10/10, Batch: 150/938, Loss: 0.36443
Model: RNN, Epoch: 10/10, Batch: 200/938, Loss: 0.14549
Model: RNN, Epoch: 10/10, Batch: 250/938, Loss: 0.49105
Model: RNN, Epoch: 10/10, Batch: 300/938, Loss: 0.39346
Model: RNN, Epoch: 10/10, Batch: 350/938, Loss: 0.09121
Model: RNN, Epoch: 10/10, Batch: 400/938, Loss: 0.31863
Model: RNN, Epoch: 10/10, Batch: 450/938, Loss: 0.39714
Model: RNN, Epoch: 10/10, Batch: 500/938, Loss: 0.27724
Model: RNN, Epoch: 10/10, Batch: 550/938, Loss: 0.12436
Model: RNN, Epoch: 10/10, Batch: 600/938, Loss: 0.44601
Model: RNN, Epoch: 10/10, Batch: 650/938, Loss: 0.22607
Model: RNN, Epoch: 10/10, Batch: 700/938, Loss: 0.17832
Model: RNN, Epoch: 10/10, Batch: 750/938, Loss: 0.39846
Model: RNN, Epoch: 10/10, Batch: 800/938, Loss: 0.26428
Model: RNN, Epoch: 10/10, Batch: 850/938, Loss: 0.24365
Model: RNN, Epoch: 10/10, Batch: 900/938, Loss: 0.16720
------------------------------------------------------
Model: RNN, Epoch: 10/10, Correct Predictions: 9172/10000, Accuracy: 91.72 %
------------------------------------------------------

Process finished with exit code 0
